paper_id,title,translated_title,language,year,authors,journal_or_source,doi,url,pdf_path,sha256,source_collection,source_manifest,topic_group,method_group,data_source,relevance_level,open_access_status,metadata_status,notes
KRD0054,Dynamic monitoring of rocky desertification utilizing a novel model based on Sentinel-2 images and KNDVI,,English,2024,Taylor & Francis / DOAJ listing,Geocarto International or related,10.1080/19475705.2024.2399659,https://doaj.org/article/78f3c665c35e4a309cb200d18f8ad001,docs/literature/pdfs/package_2000_2026/Dynamic monitoring of rocky desertification utilizing a novel model based on Sentinel-2 images and KNDVI.pdf; docs/literature/pdfs/package_2021_2026/Dynamic monitoring of rocky desertification utilizing a novel model based on Sentinel-2 images and KNDVI.pdf,1883c42d45d708ad1283a50c9bd85828e8773425a25b7221f026931bc18d4045,package_2000_2026; package_2021_2026,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,feature_space;vegetation_index,remote sensing data,Useful for time-series/index-based KRD monitoring and feature-space comparison.,,complete,manifest_status: verified by web | filename_title_candidate: Dynamic monitoring of rocky desertification utilizing a novel model based on Sentinel 2 images and KNDVI | pdf_matched_by_filename_similarity=1.000 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0055,Identification and factor analysis of rocky desertification severity levels in large-scale karst areas based on deep learning image segmentation,,English,2024,Ecological Indicators authors,Ecological Indicators,10.1016/j.ecolind.2024.112565,https://www.sciencedirect.com/science/article/pii/S1470160X24010227,,,,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,deep_learning_segmentation,unknown,multi-source remote sensing and related product data,Important recent deep-learning segmentation reference for rocky desertification severity levels.,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0056,Improving monitoring Karst rocky desertification using high-frequency Landsat time series,,English,2024,,Catena,,https://www.sciencedirect.com/science/article/pii/S034181622400242X,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,time_series,Landsat time series,high,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0057,Spatio-Temporal Evolution Characteristics and Driving Factors of Karst Rocky Desertification in Qujing City Based on GEE,,English,2024,Sustainability authors,Sustainability,10.3390/su16072669,https://www.mdpi.com/2071-1050/16/7/2669,docs/literature/pdfs/package_2021_2026/EN12_Spatio-Temporal_Evolution_Characteristics_and_Driving_Factors_of_Karst_Rocky_Desertificati.pdf,39519ef13c34206476c7a17f972588aad61953788b9f5b8b0b62571b3dc6fab9,package_2021_2026,literature_manifest.csv,dem_topography,GEE;time_series;DEM_ablation,,low,,complete,filename_title_candidate: EN12 Spatio Temporal Evolution Characteristics and Driving Factors of Karst Rocky Desertificati | pdf_matched_by_filename_similarity=0.837 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0058,基于多源数据的石漠化地区裸岩信息提取和景观格局分析,,Chinese,2024,,万方学位论文,,https://d.wanfangdata.com.cn/thesis/ChhUaGVzaXNOZXdTMjAyNDA5MjAxNTE3MjUSCUQwMjYxNjM3ORoIbHNrZncxbmQ%3D,docs/literature/pdfs/package_2000_2026/基于多源数据的石漠化地区裸岩信息提取和景观格局分析_张志慧.pdf,6d7b64f3ff637119547c3be0a9898806e203d4a0c3107370370654c6e9c2260f,package_2000_2026,literature_manifest_all.csv; literature_manifest_verified_core.csv,bare_rock_fraction_fbr,unknown,large-scale remote sensing and UAV imagery,high,,partial,manifest_status: verified by web entry; bibliographic details need local database check | filename_title_candidate: 基于多源数据的石漠化地区裸岩信息提取和景观格局分析 张志慧 | pdf_matched_by_filename_similarity=0.926 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0059,基于多源数据的石漠化地区裸岩信息提取和景观格局分析（百度学术条目）,,Chinese,2024,,百度学术,,https://xueshu.baidu.com/usercenter/paper/show?paperid=1y6k0gr0n07k0a90v8730260ha394728,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,bare_rock_fraction_fbr,unknown,remote sensing and UAV,high,,manifest_only,manifest_status: verified by web entry; possible duplicate with CN013 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0060,基于多特征组合优选与随机森林算法的石漠化信息提取——以云南省昭通市为例,,Chinese,2024,,中国水土保持科学,10.16843/j.sswc.2022187,https://html.rhhz.net/sswcc/html/2024/1/2024-1-95.htm,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,bare_rock_fraction_fbr,RF;vegetation_index;GEE;DEM_ablation,Sentinel-2; DEM; GEE,very_high,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0061,基于改进DeepLabV3+的石漠化地区裸岩信息提取,,Chinese,2024,吴永俊、汪泓、杨晨,航天返回与遥感,10.3969/j.issn.1009-8518.2024.01.011,https://htfhyyg.spacejournal.cn/article/doi/10.3969/j.issn.1009-8518.2024.01.011,,,,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,deep_learning_segmentation,DeepLabV3+,rocky desertification area imagery,Very useful Chinese DeepLabV3+ reference for bare rock extraction in KRD area.,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0062,基于无人机影像与Sentinel-2影像的基岩裸露率反演与石漠化程度评价,,Chinese,2024,,百度学术条目/学位论文,,https://xueshu.baidu.com/usercenter/paper/show?paperid=1g7704h0692f0090v50t08c0nt344512,docs/literature/pdfs/package_2000_2026/基于无人机影像与Sentinel-2影像的基岩裸露率反演与石漠化程度评价_赵喆.pdf,16e3cc0ec669dfa3ecf21eb4062d2ff479a2ab595ddcc7d0f69f37f5ca80237a,package_2000_2026,literature_manifest_all.csv; literature_manifest_verified_core.csv,bare_rock_fraction_fbr,DEM_ablation,UAV imagery; Sentinel-2; DEM,very_high,,partial,manifest_status: verified by web entry; bibliographic details need local database check | filename_title_candidate: 基于无人机影像与Sentinel 2影像的基岩裸露率反演与石漠化程度评价 赵喆 | pdf_matched_by_filename_similarity=0.960 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0063,Dynamic evolution of rocky desertification and vegetation restoration and analysis of driving forces in Southwest Karst Region from 2000 to 2020,,English,2025,,PLOS ONE,10.1371/journal.pone.0332644,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0332644,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,vegetation_index,long-term remote sensing data 2000/2010/2020,high,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0064,Fine-Grained Land Use Remote Sensing Mapping in Karst Mountain Areas Using Very High Resolution Images,,English,2025,Remote Sensing authors,Remote Sensing,10.3390/rs17142368,https://www.mdpi.com/2072-4292/17/14/2368,docs/literature/pdfs/package_2021_2026/EN18_Fine-Grained_Land_Use_Remote_Sensing_Mapping_in_Karst_Mountain_Areas_Using_Very_High_Resol.pdf,99a1e433f2aa24605b9cea3ae9ebb9cdf5e3e7a4e748b9a33d8398c20971cd21,package_2021_2026,literature_manifest.csv,machine_learning,unknown,,Related karst VHR classification reference for object/stratified mapping and fragmented landscapes.,,complete,filename_title_candidate: EN18 Fine Grained Land Use Remote Sensing Mapping in Karst Mountain Areas Using Very High Resol | pdf_matched_by_filename_similarity=0.914 | mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0065,Improved lightweight DeepLabV3+ for bare rock extraction from high-resolution UAV imagery,,English,2025,Lai et al.,Ecological Informatics,10.1016/j.ecoinf.2025.103204,https://www.sciencedirect.com/science/article/pii/S1574954125002134,,,,literature_manifest.csv,deep_learning_segmentation,DeepLabV3+,,Strong reference for DeepLabV3+-style bare-rock extraction and segmentation baselines.,,manifest_only,mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0066,Karst remote sensing ecological index for monitoring ecological quality in karst landscapes,,English,2025,,Scientific Reports,,https://www.nature.com/articles/s41598-025-20425-8,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,vegetation_index,remote sensing data,medium,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0067,Karst rocky desertification delineation and estimation of potential soil loss in tropical karst cockpits,,English,2025,"Putra, Adji, Haryono",Kuwait Journal of Science or Elsevier OA,10.1016/j.kjs.2025.100422,https://www.sciencedirect.com/science/article/pii/S2307410825000665,,,,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,unknown,remote sensing/GIS,Useful international karst comparison beyond Southwest China.,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; annotated_bibliography__metadata_1.md
KRD0068,RAP-Net: A Region Affinity Propagation-Guided Semantic Segmentation Network for Plateau Karst Landform Delineation,,English,2025,Remote Sensing authors,Remote Sensing,10.3390/rs17173082,https://www.mdpi.com/2072-4292/17/17/3082,docs/literature/pdfs/package_2021_2026/EN17_RAP-Net_A_Region_Affinity_Propagation-Guided_Semantic_Segmentation_Network_for_Plateau_Kar.pdf,fa4ee5a793fb01bdf7f78616449b127c5859851d71f185b208fb5fd9e954b420,package_2021_2026,literature_manifest.csv,deep_learning_segmentation,unknown,,"Not KRD degree classification, but relevant to karst segmentation, boundaries, fragmented targets.",,complete,filename_title_candidate: EN17 RAP Net A Region Affinity Propagation Guided Semantic Segmentation Network for Plateau Kar | pdf_matched_by_filename_similarity=0.865 | mentioned_in_notes: annotated_bibliography__metadata_1.md; literature_database_overview.md
KRD0069,Spatiotemporal Dynamics of Rocky Desertification in the Danjiangkou Reservoir Area,,English,2025,Sustainability authors,Sustainability,10.3390/su17219748,https://www.mdpi.com/2071-1050/17/21/9748,docs/literature/pdfs/package_2021_2026/EN14_Spatiotemporal_Dynamics_of_Rocky_Desertification_in_the_Danjiangkou_Reservoir_Area.pdf,6c3e3240ce20618e67b09fe38459b2c8d05379a09b8847fdbb1c9ba0c6609f9c,package_2021_2026,literature_manifest.csv,gee_time_series,GEE;time_series,,Related desertification/rocky desertification dynamics and classification context.,,complete,filename_title_candidate: EN14 Spatiotemporal Dynamics of Rocky Desertification in the Danjiangkou Reservoir Area | pdf_matched_by_filename_similarity=0.970 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0070,"Spatiotemporal Evolution and Driving Factors of Karst Rocky Desertification in Guangxi, China, Under Climate Change and Human Activities",,English,2025,Su J.; Liu M.; Yang Q.; Liu X.; Wu Z.; Wen Y.,core,10.3390/rs17132294,https://www.mdpi.com/2072-4292/17/13/2294,,,,articles_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,time_series,multi-temporal remote sensing data,high,,manifest_only,Official PDF link included; direct automated download blocked/limited during this session. | manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0071,Spatiotemporal evolution of karst rocky desertification and its driving factors in southwestern China from 1990 to 2020 using Google Earth Engine,,English,2025,Springer authors,Environmental Earth Sciences,10.1007/s12665-025-12282-5,https://link.springer.com/article/10.1007/s12665-025-12282-5,,,,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,GEE;time_series,remote sensing data 1990-2020,Useful for cross-region/large-area KRD change analysis and driver discussion.,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0072,Spatiotemporal evolution of rocky desertification and soil erosion in karst regions,,English,2025,,Catena,,https://www.sciencedirect.com/science/article/pii/S0341816224003059,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,time_series,remote sensing time series,medium,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0073,Spatiotemporal graph for detecting evolution characteristics of karst rocky desertification from long time-series Landsat images,,English,2025,,Catena,10.1016/j.catena.2025.109697,https://www.sciencedirect.com/science/article/pii/S0341816225009993,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,time_series,long time-series Landsat images,high,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0074,云南边境石漠化地区“三生空间”格局演变及驱动机制,,Chinese,2025,,水土保持研究,,https://xnldxb.ns.swfu.edu.cn/article/doi/10.11929/j.swfu.202109006,docs/literature/pdfs/package_2000_2026/云南边境石漠化地区“三生空间”格局演变及驱动机制_范新军.pdf,6aa9deb224e9514a2dd524e4a9bad2d44a76e8c7d8d413e84b521230ea1bc31c,package_2000_2026,literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,time_series,remote sensing/GIS likely,medium,,partial,manifest_status: identified from related-read list; needs verification | filename_title_candidate: 云南边境石漠化地区“三生空间”格局演变及驱动机制 范新军 | pdf_matched_by_filename_similarity=0.923 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0075,红层荒漠化场景分类相关文献,,Chinese,2025,,,,https://www.spacejournal.cn/cn/article/id/858,,,,literature_manifest_all.csv,gee_time_series,vegetation_index;time_series,,similar desertification degree classification method,,manifest_only,manifest_status: contextual
KRD0076,顾及Vis-NIR光谱指数时序统计特征的红层荒漠化场景分类,,Chinese,2025,陈震等,农业工程学报,10.11975/j.issn.1002-6819.202411052,https://www.aeeisp.com/nygcxb/cn/article/pdf/preview/10.11975/j.issn.1002-6819.202411052.pdf,docs/literature/pdfs/package_2000_2026/顾及Vis-NIR光谱指数时序统计特征的红层荒漠化场景分类_陈震.pdf,b1c4a8dcba06b3d03dc9082842b713be2f6c4c06f71929d964954c365a65fd42,package_2000_2026,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,machine_learning,RF;SVM;vegetation_index,remote sensing time-series spectral indices,Not KRD but relevant to desertification-degree scene classification and RF/SVM comparison.,,complete,manifest_status: identified by web snippet; needs verification | filename_title_candidate: 顾及Vis NIR光谱指数时序统计特征的红层荒漠化场景分类 陈震 | pdf_matched_by_filename_similarity=0.951 | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0077,Classification of rocky desertification degrees and spatiotemporal distribution patterns using a feature-space RDI framework,,English,2026,Frontiers authors,Frontiers in Environmental Science,10.3389/fenvs.2026.1772333,https://www.frontiersin.org/journals/environmental-science/articles/10.3389/fenvs.2026.1772333/full,,,,literature_manifest.csv; literature_manifest_all.csv; literature_manifest_verified_core.csv,gee_time_series,feature_space;vegetation_index;time_series,long-term remote sensing 1987-2022,Recent degree-classification paper for framing classification thresholds and dynamics.,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography__metadata_1.md
KRD0078,Integrating ensemble learning and rocky desertification indices to enhance soil thickness prediction in typical karst regions,,English,2026,,Catena,,https://www.sciencedirect.com/science/article/pii/S034181622600086X,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,unknown,remote sensing/GIS predictors,medium,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0079,"Karst Rocky Desertification in Southwest China: Remote Sensing Progress, Critical Challenges, and Future Pathways",,English,2026,,Applied Sciences,10.3390/app16136459,https://www.mdpi.com/2076-3417/16/13/6459,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,review,review,Web of Science literature 1987-2025,high,,manifest_only,manifest_status: verified by web | mentioned_in_notes: annotated_bibliography.md
KRD0080,南太行地区（河南境内）石漠化分级评价及演进过程研究,,Chinese,2026,,信阳师范大学学报（自然科学版）,,https://xnldxb.ns.swfu.edu.cn/article/doi/10.11929/j.swfu.202109006,docs/literature/pdfs/package_2000_2026/南太行地区(河南境内)石漠化分级评价及演进过程研究_褚加计.pdf,e7b43c78786e486a4abc9e9ed0b9b24415875bffef67208898bb7fa2277704ed,package_2000_2026,literature_manifest_all.csv; literature_manifest_verified_core.csv,rocky_desertification_classification,unknown,remote sensing/GIS likely,high,,partial,manifest_status: identified from related-read list; needs verification | filename_title_candidate: 南太行地区(河南境内)石漠化分级评价及演进过程研究 褚加计 | pdf_matched_by_filename_similarity=0.926 | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0081,西南喀斯特不同生境石漠化程度划分方法研究 / A new classification method of rocky desertification degree in different karst habitats,,Chinese,2026,,AMiner indexed record,,https://www.aminer.cn/pub/64cd38303fda6d7f0624a726/a-new-classification-method-of-rocky-desertification-degree-in-different-karst-habitats,,,,literature_manifest_all.csv; literature_manifest_verified_core.csv,machine_learning,unknown,Landsat; official monitoring and sampling results,high,,manifest_only,manifest_status: verified by web entry; date/details need journal verification | mentioned_in_notes: annotated_bibliography.md; literature_database_overview.md
KRD0082,,,,,,,,,docs/literature/pdfs/package_2000_2026/1-s2.0-S0303243421000441-main.pdf,a333a6b65821a90dbefa04ed8b40dae20b43478660642af6e1ee4599902f7c89,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: 1 s2.0 S0303243421000441 main
KRD0083,,,,,,,,,docs/literature/pdfs/package_2000_2026/1-s2.0-S0341816225009993-main.pdf,a47a60d9fe914ec83e9ece28786dea6c02d675d7df861fb736a269ba408f7d0e,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: 1 s2.0 S0341816225009993 main
KRD0084,,,,,,,,,docs/literature/pdfs/package_2000_2026/1-s2.0-S1470160X24010227-main.pdf,b84fff083ff463eae74a003075d71150b337b77cc4d5a32e6afba988c171fa35,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: 1 s2.0 S1470160X24010227 main
KRD0085,,,,,,,,,docs/literature/pdfs/package_2000_2026/1-s2.0-S2307410825000665-main.pdf,970545d390ead4e957192a1e7359c966fd3206a4c91092bb63410ef6b712c197,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: 1 s2.0 S2307410825000665 main
KRD0086,,,,,,,,,docs/literature/pdfs/package_2000_2026/CN001_.pdf,5c907d24807218f8e6c12fe8ea6c5022b7b0b7fb37424fcae821260a49d8e4f3,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: CN001
KRD0087,,,,,,,,,docs/literature/pdfs/package_2000_2026/CN002_.pdf,f17e717310eced79afacc872ee18faac3c7fbae779568c5b33b25ef44818b407,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: CN002
KRD0088,,,,,,,,,docs/literature/pdfs/package_2000_2026/CN003_DeepLabV3.pdf; docs/literature/pdfs/package_2021_2026/CN02_DeepLabV3.pdf,8ae9b36df238e7ed46ebc8a71faca0c088ef76d5e9fbd906a7b8b380f6a2e0df,package_2000_2026; package_2021_2026,,deep_learning_segmentation,DeepLabV3+,,,,pdf_only,filename_title_candidate: CN003 DeepLabV3 | filename_title_candidate: CN02 DeepLabV3
KRD0089,,,,,,,,,docs/literature/pdfs/package_2000_2026/CN006_GEE.pdf; docs/literature/pdfs/package_2021_2026/CN04_GEE_KRD_spatiotemporal_evolution.pdf,68fa9d39935262aa056e0b4e6f71231e1e477faad5959ea7dbc8ba6797589d71,package_2000_2026; package_2021_2026,,gee_time_series,GEE,,,,pdf_only,filename_title_candidate: CN006 GEE | filename_title_candidate: CN04 GEE KRD spatiotemporal evolution
KRD0090,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN002_Extraction_of_rocky_desertification_information_in_karst_are.pdf; docs/literature/pdfs/package_2021_2026/EN04_Extraction_of_rocky_desertification_information_in_karst_area_by_using_different_multispec.pdf,ff8ae8e9ea3e571026bcbaef938c2aa45dc05a172ac25f4ac8f9019f1754d7c5,package_2000_2026; package_2021_2026,,rocky_desertification_classification,unknown,,,,pdf_only,filename_title_candidate: EN002 Extraction of rocky desertification information in karst are | filename_title_candidate: EN04 Extraction of rocky desertification information in karst area by using different multispec
KRD0091,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN003_Machine_learning_algorithm_for_estimating_karst_rocky_desert.pdf; docs/literature/pdfs/package_2021_2026/EN05_Machine_learning_algorithm_for_estimating_karst_rocky_desertification_in_a_peak-cluster_de.pdf,9bd8b9d5e158b0a65da39d6f5203291343f25f549c63eede806e7704c44cb11f,package_2000_2026; package_2021_2026,,machine_learning,unknown,,,,pdf_only,filename_title_candidate: EN003 Machine learning algorithm for estimating karst rocky desert | filename_title_candidate: EN05 Machine learning algorithm for estimating karst rocky desertification in a peak cluster de
KRD0092,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN004_Comparing_Remote_Sensing_Methods_for_Monitoring_Karst_Rocky_.pdf,e0795a9fdd03ffdaacb66ad91c99b4deca9f7c3310aece75cd66942383b74f47,package_2000_2026,,rocky_desertification_classification,unknown,,,,pdf_only,filename_title_candidate: EN004 Comparing Remote Sensing Methods for Monitoring Karst Rocky
KRD0093,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN005_Analysis_of_Landsat-8_OLI_Imagery_for_Estimating_Exposed_Bed.pdf; docs/literature/pdfs/remote_sensing_only/2018_RemoteSens_10_1321_Analysis_of_Landsat-8_OLI_Imagery_for_Estimating_Exposed_Bed.pdf,c7b343af86ddb10472183d14bddde33e03128d2b8147f5128aa417d1447ca912,package_2000_2026; remote_sensing_only,,other,unknown,,,,pdf_only,filename_title_candidate: EN005 Analysis of Landsat 8 OLI Imagery for Estimating Exposed Bed | filename_title_candidate: 2018 RemoteSens 10 1321 Analysis of Landsat 8 OLI Imagery for Estimating Exposed Bed
KRD0094,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN007_KRD_MESMA_SVM.pdf; docs/literature/pdfs/package_2021_2026/EN06_Monitoring_and_Classification_of_Karst_Rocky_Desertification_with_Landsat.pdf,3713d3038c949dd9627428fe0ff78b3e07511523c5b8ad089ac8c0402c5c2bf7,package_2000_2026; package_2021_2026,,lsmm_mesma_sma,MESMA;SMA;SVM,,,,pdf_only,filename_title_candidate: EN007 KRD MESMA SVM | filename_title_candidate: EN06 Monitoring and Classification of Karst Rocky Desertification with Landsat
KRD0095,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN009_Classification_of_Karst_Rocky_Desertification_Levels_in_Jins.pdf; docs/literature/pdfs/package_2021_2026/EN08_Classification_of_Karst_Rocky_Desertification_Levels_in_Jinsha_County_Using_a_Feature_Spac.pdf; docs/literature/pdfs/remote_sensing_only/2024_RemoteSens_16_4786_Classification_of_Karst_Rocky_Desertification_Levels_in_Jins.pdf,34e1fd60144a0f3b35f1ff5aab06b56368e55979f6b7aa3815601d37bc8275cc,package_2000_2026; package_2021_2026; remote_sensing_only,,machine_learning,unknown,,,,pdf_only,filename_title_candidate: EN009 Classification of Karst Rocky Desertification Levels in Jins | filename_title_candidate: EN08 Classification of Karst Rocky Desertification Levels in Jinsha County Using a Feature Spac | filename_title_candidate: 2024 RemoteSens 16 4786 Classification of Karst Rocky Desertification Levels in Jins
KRD0096,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN010_Extraction_of_Rocky_Desertification_Information_in_the_Karst.pdf; docs/literature/pdfs/remote_sensing_only/2023_RemoteSens_15_3056_Extraction_of_Rocky_Desertification_Information_in_the_Karst.pdf,a21fd900712d96465db9cbdc3815cdbd16a77ed8079d60179def91eb2467f6fc,package_2000_2026; remote_sensing_only,,rocky_desertification_classification,unknown,,,,pdf_only,filename_title_candidate: EN010 Extraction of Rocky Desertification Information in the Karst | filename_title_candidate: 2023 RemoteSens 15 3056 Extraction of Rocky Desertification Information in the Karst
KRD0097,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN013_Spatiotemporal_Evolution_and_Driving_Factors_of_Karst_Rocky_.pdf; docs/literature/pdfs/remote_sensing_only/2025_RemoteSens_17_2294_Spatiotemporal_Evolution_and_Driving_Factors_of_Karst_Rocky_.pdf,95336f3356b36f7900528cce40c645513a31d924175e4bb9c3599f6abb826a78,package_2000_2026; remote_sensing_only,,gee_time_series,time_series,,,,pdf_only,filename_title_candidate: EN013 Spatiotemporal Evolution and Driving Factors of Karst Rocky | filename_title_candidate: 2025 RemoteSens 17 2294 Spatiotemporal Evolution and Driving Factors of Karst Rocky
KRD0098,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN014_Dynamic_evolution_of_rocky_desertification_and_vegetation_re.pdf,944b197bc109c996fa9fc6d4ebb077b8bb0c600c6abbc4159db96395dc089819,package_2000_2026,,rocky_desertification_classification,unknown,,,,pdf_only,filename_title_candidate: EN014 Dynamic evolution of rocky desertification and vegetation re
KRD0099,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN015_KRD_GEE.pdf; docs/literature/pdfs/package_2021_2026/EN13_Spatiotemporal_evolution_of_karst_rocky_desertification_and_its_driving_factors_in_southwe.pdf,fd34f04fa4ca4a5f56866cf7a72471402df8842db92eff85f96a47d1476ac7db,package_2000_2026; package_2021_2026,,gee_time_series,GEE,,,,pdf_only,filename_title_candidate: EN015 KRD GEE | filename_title_candidate: EN13 Spatiotemporal evolution of karst rocky desertification and its driving factors in southwe
KRD0100,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN016_Classification_of_rocky_desertification_degrees_and_analysis.pdf; docs/literature/pdfs/package_2021_2026/EN15_Classification_of_rocky_desertification_degrees_and_spatiotemporal_distribution_patterns_u.pdf,7061d41f234761352bfd6ab9ba7dc3f090ae45cbebadd35dac167657c5063a71,package_2000_2026; package_2021_2026,,machine_learning,unknown,,,,pdf_only,filename_title_candidate: EN016 Classification of rocky desertification degrees and analysis | filename_title_candidate: EN15 Classification of rocky desertification degrees and spatiotemporal distribution patterns u
KRD0101,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN017_KRD_Remote_Sensing_Review.pdf,deb83cdc978bda4b02123bf365bcbdf8c01908f6533141e6091cbbe99b26f4a3,package_2000_2026,,review,review,,,,pdf_only,filename_title_candidate: EN017 KRD Remote Sensing Review
KRD0102,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN018_Spatiotemporal_Evolution_Analysis_and_Future_Scenario_Predic.pdf; docs/literature/pdfs/package_2021_2026/EN03_Spatiotemporal_Evolution_Analysis_and_Future_Scenario_Prediction_of_Rocky_Desertification_.pdf; docs/literature/pdfs/remote_sensing_only/2022_RemoteSens_14_292_Spatiotemporal_Evolution_Analysis_and_Future_Scenario_Predic.pdf,e5bf63dcbc7523203fdcc1c66c08f4feb12f6276a03c4c867c1c96293700164e,package_2000_2026; package_2021_2026; remote_sensing_only,,gee_time_series,time_series,,,,pdf_only,filename_title_candidate: EN018 Spatiotemporal Evolution Analysis and Future Scenario Predic | filename_title_candidate: EN03 Spatiotemporal Evolution Analysis and Future Scenario Prediction of Rocky Desertification | filename_title_candidate: 2022 RemoteSens 14 292 Spatiotemporal Evolution Analysis and Future Scenario Predic
KRD0103,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN019_Information_Extraction_and_Prediction_of_Rocky_Desertificati.pdf,a8c2ac19810950f876037d67d252bf7edd09c4fd5ee9b58a097312332d923001,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: EN019 Information Extraction and Prediction of Rocky Desertificati
KRD0104,,,,,,,,,docs/literature/pdfs/package_2000_2026/EN025_KRSEI.pdf,5a11cf68baabf2b5747a550c1347ad371dcc307c95a8573f8aae78a83471f73b,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: EN025 KRSEI
KRD0105,,,,,,,,,docs/literature/pdfs/package_2000_2026/ssrn-4685103.pdf,82c3ce558caa503f59ea7f0f03ef7c0d8d38540a29e09f73cd3025f0dd7c4a7f,package_2000_2026,,other,unknown,,,,pdf_only,filename_title_candidate: ssrn 4685103
KRD0106,,,,,,,,,docs/literature/pdfs/package_2000_2026/西南喀斯特不同生境石漠化程度划分方法研究_唐荣彬.pdf,17879351ce06f23d7db8de9b86c127b5a67ce08f87eedab070cbca299e80aa1b,package_2000_2026,,rocky_desertification_classification,unknown,,,,pdf_only,filename_title_candidate: 西南喀斯特不同生境石漠化程度划分方法研究 唐荣彬
